study_id,model,custom_question_language_category,story_id,question_id,question_content,question_options,answer_correct,correct_answer_option,1_logprob,2_logprob,3_logprob,logprob_correct
2,gpt-4-turbo-2024-04-09,English,1C-EN,4_EN,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,-2.29373754e-07,-15.7728464,-23.9192396,-2.29373754e-07
2,gpt-4-turbo-2024-04-09,English,1D-EN,1_EN,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,-0.00024856747900000003,-8.799763369999999,-18.120461600000002,-0.00024856747900000003
2,gpt-4-turbo-2024-04-09,English,1D-EN,2_EN,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,-14.03773265,-1.0757198049999999e-06,-21.0158086,-14.03773265
2,gpt-4-turbo-2024-04-09,English,1D-EN,4_EN,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",popcorn,1.0,0.0,-19.0924402,-26.173652800000003,0.0
2,gpt-4-turbo-2024-04-09,English,2-EN,5_EN,John thinks that the cat is in the {RESPONSE}.,"box, basket",basket,2.0,-17.6967639,-2.025558925e-05,-18.7234177,-2.025558925e-05
2,gpt-4-turbo-2024-04-09,English,2-EN,6_EN,John will look for the cat in the {RESPONSE}.,"box, basket",basket,2.0,-20.058077700000002,0.0,-21.704794800000002,0.0
2,gpt-4-turbo-2024-04-09,English,2-EN,8_EN,The cat jumps out of the {RESPONSE}.,"box, basket",box,1.0,-9.3844898e-08,-17.1837398,-22.825371999999998,-9.3844898e-08
2,gpt-4-turbo-2024-04-09,English,2A-EN,5_EN/2A,John thinks that the cat is in the {RESPONSE}.,"box, chest",box,1.0,-17.2518891,-2.2496618099999998e-05,-17.8334095,-17.2518891
2,gpt-4-turbo-2024-04-09,English,2A-EN,6_EN/2A,John will look for the cat in the {RESPONSE}.,"box, chest",box,1.0,-18.9937386,-2.2193285599999999e-07,-20.8688837,-18.9937386
2,gpt-4-turbo-2024-04-09,English,2A-EN,8_EN/2A,The cat jumps out of the {RESPONSE}.,"box, chest",box,1.0,-4.81219486e-07,-15.684395700000001,-22.1842847,-4.81219486e-07
2,gpt-4-turbo-2024-04-09,English,2B-EN,5_EN/2B,John thinks that the cat is on the {RESPONSE}.,"box, basket",box,1.0,-15.146169750000002,-7.2147084000000005e-06,-18.2442271,-15.146169750000002
2,gpt-4-turbo-2024-04-09,English,2B-EN,6_EN/2B,John will look for the cat on the {RESPONSE}.,"box, basket",box,1.0,-11.45991157,-8.672355157e-05,-16.9648474,-11.45991157
2,gpt-4-turbo-2024-04-09,English,2B-EN,8_EN/2B,The cat jumps off of the {RESPONSE}.,"box, basket",box,1.0,-0.00019602969849,-10.56790464,-19.8192744,-0.00019602969849
2,gpt-4-turbo-2024-04-09,English,2C-EN,5_EN,John thinks that the cat is in the {RESPONSE}.,"box, basket",box,1.0,-0.10639977235,-3.5923704499999998,-18.0120936,-0.10639977235
2,gpt-4-turbo-2024-04-09,English,2C-EN,6_EN,John will look for the cat in the {RESPONSE}.,"box, basket",box,1.0,-13.208811399999998,-2.9114562240000004e-06,-19.9817267,-13.208811399999998
2,gpt-4-turbo-2024-04-09,English,2C-EN,8_EN,The cat jumps out of the {RESPONSE}.,"box, basket",box,1.0,-1.9361265e-08,-19.451665900000002,-24.7301856,-1.9361265e-08
2,gpt-4-turbo-2024-04-09,English,2D-EN,5_EN/2D,Mark thinks that the cat is in the {RESPONSE}.,"box, basket",box,1.0,-0.0002732749124,-8.291530040000001,-18.3724702,-0.0002732749124
2,gpt-4-turbo-2024-04-09,English,2D-EN,6_EN/2D,Mark will look for the cat in the {RESPONSE}.,"box, basket",box,1.0,-0.007384149223,-5.7912064,-17.917019500000002,-0.007384149223
2,gpt-4-turbo-2024-04-09,English,2D-EN,8_EN,The cat jumps out of the {RESPONSE}.,"box, basket",box,1.0,-7.5538792e-07,-15.292846599999999,-23.1337461,-7.5538792e-07
2,gpt-4-turbo-2024-04-09,Turkish,1-TR,1_TR-1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",çikolata,2.0,-14.023663299999999,-7.488876950000001e-06,-16.6470725,-7.488876950000001e-06
2,gpt-4-turbo-2024-04-09,Turkish,1-TR,2_TR,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",çikolata,2.0,-8.170063086666667,-0.007253255207223333,-16.743099116666667,-0.007253255207223333
2,gpt-4-turbo-2024-04-09,Turkish,1-TR,4_TR,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",patlamış mısır,1.0,-7.893821700000001e-08,-16.87917373333333,-22.065024,-7.893821700000001e-08
2,gpt-4-turbo-2024-04-09,Turkish,1A-TR,1_TR-1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",patlamış mısır,1.0,-5.39561273,-0.016914581944,-17.5991481,-5.39561273
2,gpt-4-turbo-2024-04-09,Turkish,1A-TR,2_TR,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",patlamış mısır,1.0,-4.96186200913,-0.9162314635678332,-16.838844733333335,-4.96186200913
2,gpt-4-turbo-2024-04-09,Turkish,1A-TR,4_TR,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",patlamış mısır,1.0,-7.299047533333334e-08,-17.171279666666667,-22.708643400000003,-7.299047533333334e-08
2,gpt-4-turbo-2024-04-09,Turkish,1B-TR,1_TR-1/1B,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata, belirsizlik",belirsizlik,3.0,-9.24676465,-0.51220253413,-2.549640382,-2.549640382
2,gpt-4-turbo-2024-04-09,Turkish,1B-TR,2_TR/1B,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata, belirsizlik",belirsizlik,3.0,-4.76401940888,-0.9720022865489999,-9.0240659282,-9.0240659282
2,gpt-4-turbo-2024-04-09,Turkish,1B-TR,4_TR,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",patlamış mısır,1.0,-2.2742434633333335e-07,-16.307237133333334,-21.044647566666665,-2.2742434633333335e-07
2,gpt-4-turbo-2024-04-09,Turkish,1C-TR,1_TR-1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",patlamış mısır,1.0,-0.00319342984,-6.26476582,-17.634303499999998,-0.00319342984
2,gpt-4-turbo-2024-04-09,Turkish,1C-TR,2_TR,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",patlamış mısır,1.0,-0.9463864140166667,-2.1691313043433333,-17.3851695,-0.9463864140166667
2,gpt-4-turbo-2024-04-09,Turkish,1C-TR,4_TR,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",patlamış mısır,1.0,-7.268387435e-06,-15.0315051,-21.524559285714286,-7.268387435e-06
2,gpt-4-turbo-2024-04-09,Turkish,1D-TR,1_TR-1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",patlamış mısır,1.0,-0.282694965,-2.430186487,-17.5492478,-0.282694965
2,gpt-4-turbo-2024-04-09,Turkish,1D-TR,2_TR,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",patlamış mısır,1.0,-6.766808702483333,-1.4664227549578233,-18.578066166666666,-6.766808702483333
2,gpt-4-turbo-2024-04-09,Turkish,1D-TR,4_TR,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",patlamış mısır,1.0,-9.281800654933333e-05,-14.1035606,-21.574936033333334,-9.281800654933333e-05
2,gpt-4-turbo-2024-04-09,Turkish,2-TR,5_TR-1,Can kedinin {CEVAP} içinde olduğunu düşünüyor.,"kutunun, sepetin",sepetin,2.0,-16.3936666,-4.3023488900000004e-05,-17.4499836,-4.3023488900000004e-05
2,gpt-4-turbo-2024-04-09,Turkish,2-TR,6_TR,Can kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",sepetin,2.0,-16.154167100000002,-6.431191456666666e-07,-19.875585100000002,-6.431191456666666e-07
2,gpt-4-turbo-2024-04-09,Turkish,2-TR,8_TR,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",kutunun,1.0,-1.52434708e-07,-17.994759433333336,-21.969608366666666,-1.52434708e-07
2,gpt-4-turbo-2024-04-09,Turkish,2A-TR,5_TR-1/2A,Can kedinin {CEVAP} içinde olduğunu düşünüyor.,"kutunun, sandığın",kutunun,1.0,-16.1525689,-3.63480843e-05,-17.667724200000002,-16.1525689
2,gpt-4-turbo-2024-04-09,Turkish,2A-TR,6_TR/2A,Can kediyi {CEVAP} içinde arayacak.,"kutunun, sandığın",kutunun,1.0,-12.909835933333333,-5.057122180000001e-06,-19.144784066666666,-12.909835933333333
2,gpt-4-turbo-2024-04-09,Turkish,2A-TR,8_TR/2A,Kedi {CEVAP} içinden zıplar.,"kutunun, sandığın",kutunun,1.0,-4.553795843333333e-07,-15.68077455,-20.904619833333335,-4.553795843333333e-07
2,gpt-4-turbo-2024-04-09,Turkish,2B-TR,5_TR-1/2B,Can kedinin {CEVAP} üstünde olduğunu düşünüyor.,"kutunun, sepetin",kutunun,1.0,-13.92850605,-6.35503604e-05,-17.1775309,-13.92850605
2,gpt-4-turbo-2024-04-09,Turkish,2B-TR,6_TR/2B,Can kediyi {CEVAP} üstünde arayacak.,"kutunun, sepetin",kutunun,1.0,-15.187796350000001,-1.0181171266666665e-06,-19.655670133333334,-15.187796350000001
2,gpt-4-turbo-2024-04-09,Turkish,2B-TR,8_TR/2B,Kedi {CEVAP} üstünden zıplar.,"kutunun, sepetin",kutunun,1.0,-8.427790686666666e-07,-14.585311816666666,-20.280966499999998,-8.427790686666666e-07
2,gpt-4-turbo-2024-04-09,Turkish,2C-TR,5_TR-1,Can kedinin {CEVAP} içinde olduğunu düşünüyor.,"kutunun, sepetin",kutunun,1.0,-7.09584323,-0.0072784355464,-17.7327652,-7.09584323
2,gpt-4-turbo-2024-04-09,Turkish,2C-TR,6_TR,Can kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",kutunun,1.0,-6.183349103666667,-0.26740624729946666,-17.958793766666666,-6.183349103666667
2,gpt-4-turbo-2024-04-09,Turkish,2C-TR,8_TR,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",kutunun,1.0,-2.780672456666667e-07,-16.413606716666667,-21.0900081,-2.780672456666667e-07
2,gpt-4-turbo-2024-04-09,Turkish,2D-TR,5_TR-1/2D,Mehmet kedinin {CEVAP} içinde olduğunu düşünüyor.,"kutunun, sepetin",kutunun,1.0,-0.008403970417,-6.11688625,-17.6807299,-0.008403970417
2,gpt-4-turbo-2024-04-09,Turkish,2D-TR,6_TR/2D,Mehmet kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",kutunun,1.0,-0.00012442235843333334,-9.39562987,-18.018696366666667,-0.00012442235843333334
2,gpt-4-turbo-2024-04-09,Turkish,2D-TR,8_TR,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",kutunun,1.0,-2.451041421e-06,-14.4462742,-21.0099146,-2.451041421e-06
2,gpt-4-turbo-2024-04-09,Turkish-san,1-TR,1_TR-3,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",çikolata,2.0,-15.743337550000001,-4.8187148000000005e-06,-17.2805353,-4.8187148000000005e-06
2,gpt-4-turbo-2024-04-09,Turkish-san,1A-TR,1_TR-3,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",patlamış mısır,1.0,-14.9535996,-5.3789721000000005e-06,-17.168795199999998,-14.9535996
2,gpt-4-turbo-2024-04-09,Turkish-san,1B-TR,1_TR-3/1B,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata, belirsizlik",belirsizlik,3.0,-10.4284476,-0.15461569635800002,-4.957025122999999,-4.957025122999999
2,gpt-4-turbo-2024-04-09,Turkish-san,1C-TR,1_TR-3,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",patlamış mısır,1.0,-5.7245589500000005,-0.007099448173,-16.896120200000002,-5.7245589500000005
2,gpt-4-turbo-2024-04-09,Turkish-san,1D-TR,1_TR-3,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",patlamış mısır,1.0,-6.99086838,-0.002692035223,-17.0256445,-6.99086838
2,gpt-4-turbo-2024-04-09,Turkish-san,2-TR,5_TR-3,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",sepetin,2.0,-16.3231773,-3.21044335e-05,-17.3075192,-3.21044335e-05
2,gpt-4-turbo-2024-04-09,Turkish-san,2A-TR,5_TR-3/2A,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sandığın",kutunun,1.0,-15.966484600000001,-2.32356808e-05,-17.4428939,-15.966484600000001
2,gpt-4-turbo-2024-04-09,Turkish-san,2B-TR,5_TR-3/2B,Can kedinin {CEVAP} üstünde olduğunu sanıyor.,"kutunun, sepetin",kutunun,1.0,-13.356353649999999,-4.9269761e-05,-16.4173045,-13.356353649999999
2,gpt-4-turbo-2024-04-09,Turkish-san,2C-TR,5_TR-3,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",kutunun,1.0,-6.707147399999999,-0.0091537795,-16.7059425,-6.707147399999999
2,gpt-4-turbo-2024-04-09,Turkish-san,2D-TR,5_TR-3/2D,Mehmet kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",kutunun,1.0,-0.005892487349,-6.21845416,-16.4839887,-0.005892487349
2,gpt-4-turbo-2024-04-09,Turkish-zan,1-TR,1_TR-2,Ezgi torbanın {CEVAP} dolu olduğunu zannediyor.,"patlamış mısır, çikolata",çikolata,2.0,-15.317322999999998,-5.54585714e-06,-16.8729868,-5.54585714e-06
2,gpt-4-turbo-2024-04-09,Turkish-zan,1A-TR,1_TR-2,Ezgi torbanın {CEVAP} dolu olduğunu zannediyor.,"patlamış mısır, çikolata",patlamış mısır,1.0,-13.9867387,-8.51402831e-06,-16.8539809,-13.9867387
2,gpt-4-turbo-2024-04-09,Turkish-zan,1B-TR,1_TR-2/1B,Ezgi torbanın {CEVAP} dolu olduğunu zannediyor.,"patlamış mısır, çikolata, belirsizlik",belirsizlik,3.0,-8.35562429,-1.020505738,-1.159935976,-1.159935976
2,gpt-4-turbo-2024-04-09,Turkish-zan,1C-TR,1_TR-2,Ezgi torbanın {CEVAP} dolu olduğunu zannediyor.,"patlamış mısır, çikolata",patlamış mısır,1.0,-0.853256764,-1.195933697,-17.5136623,-0.853256764
2,gpt-4-turbo-2024-04-09,Turkish-zan,1D-TR,1_TR-2,Ezgi torbanın {CEVAP} dolu olduğunu zannediyor.,"patlamış mısır, çikolata",patlamış mısır,1.0,-7.39634203,-0.0097141398214,-16.5338247,-7.39634203
2,gpt-4-turbo-2024-04-09,Turkish-zan,2-TR,5_TR-2,Can kedinin {CEVAP} içinde olduğunu zannediyor.,"kutunun, sepetin",sepetin,2.0,-16.24848465,-2.88740138e-05,-17.382269400000002,-2.88740138e-05
2,gpt-4-turbo-2024-04-09,Turkish-zan,2A-TR,5_TR-2/2A,Can kedinin {CEVAP} içinde olduğunu zannediyor.,"kutunun, sandığın",kutunun,1.0,-14.15470325,-3.3236867799999996e-05,-16.719056799999997,-14.15470325
2,gpt-4-turbo-2024-04-09,Turkish-zan,2B-TR,5_TR-2/2B,Can kedinin {CEVAP} üstünde olduğunu zannediyor.,"kutunun, sepetin",kutunun,1.0,-11.100196700000001,-9.42788645e-05,-16.2241996,-11.100196700000001
2,gpt-4-turbo-2024-04-09,Turkish-zan,2C-TR,5_TR-2,Can kedinin {CEVAP} içinde olduğunu zannediyor.,"kutunun, sepetin",kutunun,1.0,-4.30521313883,-1.870566675276,-17.4159411,-4.30521313883
2,gpt-4-turbo-2024-04-09,Turkish-zan,2D-TR,5_TR-2/2D,Mehmet kedinin {CEVAP} içinde olduğunu zannediyor.,"kutunun, sepetin",kutunun,1.0,-8.50737737e-05,-10.4744049,-16.1647697,-8.50737737e-05
3,gpt-3.5-turbo-0125,English,3A-EN,11_EN,Bea believes that Karen bought some {RESPONSE}.,"chocolate cake, honey buns, cinnamon cookies",honey buns,2.0,-3.8499028799999997,-0.659960508,-1.002069425,-0.659960508
3,gpt-3.5-turbo-0125,English,3A-EN,12_EN,Does Karen know that Bruce told Bea that there isn’t any chocolate cake at the bazaar?,"Yes, No",No,2.0,-1.044323165,-0.438853851,-11.8344053,-0.438853851
3,gpt-3.5-turbo-0125,English,3A-EN,13_EN,Karen bought some {RESPONSE} from the bazaar.,"chocolate cake, honey buns, cinnamon cookies",cinnamon cookies,3.0,-8.23098082,-7.0770082599999995,-0.00121465009,-0.00121465009
3,gpt-3.5-turbo-0125,English,3A-EN,14_EN,Bruce believes that {RESPONSE} is being sold at the bazaar.,"chocolate cake, honey buns, cinnamon cookies",honey buns,2.0,-5.86023613,-0.0184485335,-4.24373863,-0.0184485335
3,gpt-3.5-turbo-0125,English,3A-EN,9_EN,"According to Karen, Bea believes that Karen bought some {RESPONSE}.","chocolate cake, honey buns, cinnamon cookies",chocolate cake,1.0,-5.58195666,-3.1000332,-0.0663236835,-5.58195666
3,gpt-3.5-turbo-0125,English,3B-EN,15_EN,Rebecca thinks that her mother got her a {RESPONSE} for her birthday.,"cat, toy",cat,1.0,-0.01843180103,-4.11858629,-13.960040850000002,-0.01843180103
3,gpt-3.5-turbo-0125,English,3B-EN,17_EN,Rebecca’s mother got Rebbecca a {RESPONSE} for her birthday.,"cat, toy",cat,1.0,-0.79653231,-0.715113149,-12.2146163,-0.79653231
3,gpt-3.5-turbo-0125,English,3B-EN,18_EN,"According to Rebecca’s mother, Rebecca thinks that she will get a {RESPONSE} for her birthday.","cat, toy",toy,2.0,-2.7499268129999996,-0.2566448828,-11.09422905,-0.2566448828
3,gpt-3.5-turbo-0125,English,3B-EN,19_EN,Does Rebecca’s mother know that Rebecca saw the cat?,"Yes, No",No,2.0,-0.9756800990000001,-0.5064357079999999,-13.02690585,-0.5064357079999999
3,gpt-3.5-turbo-0125,English,4A-EN,21_EN,Dwight believes that Jane will look for the pie inside of the {RESPONSE}.,"cupboard, basket, drawer",cupboard,1.0,-6.19892479,-7.861334359999999,-0.00280156212,-6.19892479
3,gpt-3.5-turbo-0125,English,4A-EN,23_EN,Does Jane know that Dwight put the pie in the basket?,"Yes, No",Yes,1.0,-0.840593557,-0.6341263159999999,-11.3238787,-0.840593557
3,gpt-3.5-turbo-0125,English,4A-EN,24_EN,Does Dwight know that Jane saw him put the pie in the basket?,"Yes, No",No,2.0,-4.8460426,-0.00975630067,-11.93910435,-0.00975630067
3,gpt-3.5-turbo-0125,English,4A-EN,25_EN,The pie is actually in the {RESPONSE}.,"cupboard, basket, drawer",drawer,3.0,-7.75737439,-8.36752143,-0.000711692101,-0.000711692101
3,gpt-3.5-turbo-0125,English,4A-EN,26_EN,Jane believes that the pie is in the {RESPONSE}.,"cupboard, basket, drawer",basket,2.0,-4.31876413,-3.5616120199999997,-0.0653592369,-3.5616120199999997
3,gpt-3.5-turbo-0125,English,4A-EN,27_EN,Jane will look for the pie in the {RESPONSE}.,"cupboard, basket, drawer",basket,2.0,-3.9122894199999996,-5.151787329999999,-0.05218198129,-5.151787329999999
3,gpt-3.5-turbo-0125,English,4A-EN,28_EN,Dwight believes that the pie is in the {RESPONSE}.,"cupboard, basket, drawer",basket,2.0,-3.3520329099999997,-4.27188235,-0.0578810155,-4.27188235
3,gpt-3.5-turbo-0125,English,4B-EN,29_EN,John thinks that Catherine went to the {RESPONSE} to buy some balloons.,"park, school, shopping mall",park,1.0,-6.73062946,-3.8941159300000003,-0.0237239641,-6.73062946
3,gpt-3.5-turbo-0125,English,4B-EN,31_EN,Does John know that the balloon man told Catherine where he would be going?,"Yes, No",No,2.0,-0.5515504659999999,-0.92328107,-13.236611400000001,-0.92328107
3,gpt-3.5-turbo-0125,English,4B-EN,32_EN,The balloon man is at the {RESPONSE}.,"park, school, shopping mall",shopping mall,3.0,-6.03493935,-2.6842235600000004,-0.10531498990000002,-0.10531498990000002
3,gpt-3.5-turbo-0125,English,4B-EN,33_EN,Catherine thinks that the balloon man is at the {RESPONSE}.,"park, school, shopping mall",school,2.0,-4.2239446,-1.27394143,-0.36933443,-1.27394143
3,gpt-3.5-turbo-0125,English,4B-EN,34_EN,Catherine will look for the balloon man at the {RESPONSE}.,"park, school, shopping mall",school,2.0,-5.36341032,-4.054380709999999,-0.024756619299999998,-4.054380709999999
3,gpt-3.5-turbo-0125,English,4B-EN,35_EN,John thinks that the balloon man is at the {RESPONSE}.,"park, school, shopping mall",school,2.0,-3.7886358199999997,-1.799008615,-0.26275274839999996,-1.799008615
3,gpt-3.5-turbo-0125,Turkish,3A-TR,11_TR-1,"Ece, Selin'in kermesten {CEVAP} satın aldığına inanıyor.","çikolatalı kek, ballı çörek, tarçınlı kurabiye",ballı çörek,2.0,-1.690166686,-2.1818029460000004,-1.3764024856,-2.1818029460000004
3,gpt-3.5-turbo-0125,Turkish,3A-TR,12_TR,"Selin, Okan’ın Ece’ye kermeste çikolatalı kek olmadığını söylediğini biliyor mu?","Evet, Hayır",Hayır,2.0,-0.7900338313333334,-0.6214537143333333,-11.258899966666666,-0.6214537143333333
3,gpt-3.5-turbo-0125,Turkish,3A-TR,13_TR,Selin kermesten {CEVAP} aldı.,"çikolatalı kek, ballı çörek, tarçınlı kurabiye",tarçınlı kurabiye,3.0,-7.096400013333334,-1.1785081723333335,-0.6158340858666667,-0.6158340858666667
3,gpt-3.5-turbo-0125,Turkish,3A-TR,14_TR-1,Okan kermeste {CEVAP} satıldığına inanıyor.,"çikolatalı kek, ballı çörek, tarçınlı kurabiye",ballı çörek,2.0,-4.20332111,-0.067118157,-3.1764706699999996,-0.067118157
3,gpt-3.5-turbo-0125,Turkish,3A-TR,9_TR-1,"Selin’e göre, Ece Selin’in {CEVAP} satın aldığına inanıyor.","çikolatalı kek, ballı çörek, tarçınlı kurabiye",çikolatalı kek,1.0,-2.65643737,-0.8930407459999999,-0.703937996,-2.65643737
3,gpt-3.5-turbo-0125,Turkish,3B-TR,15_TR-1,"Melis, annesinin ona doğum günü hediyesi olarak {CEVAP} aldığını düşünüyor.","kedi, oyuncak",kedi,1.0,-0.00812873046,-5.07824119,-11.7222388,-0.00812873046
3,gpt-3.5-turbo-0125,Turkish,3B-TR,17_TR,Melis’in annesi doğum günü içim Melis’e {CEVAP} aldı.,"kedi, oyuncak",kedi,1.0,-1.4782985058000002,-0.45059052503333336,-11.408990233333332,-1.4782985058000002
3,gpt-3.5-turbo-0125,Turkish,3B-TR,18_TR-1,"Melis’in annesine göre, Melis doğum günü hediyesi olarak {CEVAP} alacağını düşünüyor.","kedi, oyuncak",oyuncak,2.0,-0.321476773,-1.470469872,-10.93548165,-1.470469872
3,gpt-3.5-turbo-0125,Turkish,3B-TR,19_TR,Melis’in annesi Melis’in kediyi gördüğünü biliyor mu?,"Evet, Hayır",Hayır,2.0,-2.747781316666667,-0.0830745139,-11.515712066666667,-0.0830745139
3,gpt-3.5-turbo-0125,Turkish,4A-TR,21_TR-1,"Burak, Nihal’in turtayı aramak için {CEVAP} içine bakacağına inanıyor.","dolabın, sepetin, çekmecenin",dolabın,1.0,-5.16520731,-2.99272135,-0.0635490126,-5.16520731
3,gpt-3.5-turbo-0125,Turkish,4A-TR,23_TR,"Nihal, Burak'ın turtayı sepete koyduğunu biliyor mu?","Evet, Hayır",Evet,1.0,-3.7279719333333334,-0.02702410096666667,-11.403954716666668,-3.7279719333333334
